index,text,value
11665,tabletim geldi,2
11666,geri dönüş oldu,2
11667,Kurulum için telefonunuza uygulama indirmeniz gerekiyor bu hem basit hem pek de hoş olmayan bir durum. Yine de işlevsel olarak bayağı başarılı. Düşük sinyal almadığından emin olun uygulama içerisinde bu bilgiyi(aldığı sinyal kalitesini) sizinle paylaşıyor zaten.,2
11668,mağdur olmak,2
11669,Aksi takdirde 1 aydır yaşadığım televizyonsuzluk vakit kaybı ve yeni televizyon aldığımda oluşan fiyat farkı nedeniyle mağduriyeti müşteri olarak sadece ben yaşayacağım.,2
11670,A101'den aldığım süt bozuk çıktı. Gıda güvenliğine daha dikkat etmelisiniz.,2
11671,memnun kalıyorum,1
11672,Bölgemizde saatlerdir internet yok müşteri hizmetleri düzeleceğini söyledi ama bir gelişme yok?@TurkNetDestek @TurkNet,2
11673,doğrayıcısı kısa bir sürede kırıldı,2
11674,Türk Telekom mobil abonesiyim. Niğde Bor A**** K****** mahallesinde daire içerisinde konuşmanın imkanı yok. Sürekli balkona çıkıp konuşma yapabiliyorum. İnternet hiç çekmiyor. Kanser edecek şekilde can sıkıyor görüşmelerim kesiliyor ve internet bağlantım yok. Bu durum uzun suredir devam ediyor Türk Telekom şirketinin bu duruma bir an önce çözüm bulmasını istiyorum. Yoksa ailece mobil hat değişimine gitmek zorunda kalacağız.,2
11675,hiçbir şey doğramıyor,2
11676,Faturayı ödediğim halde bugün bir mesaj aldım. Rüzgar net'ten bu ayın faturasını ödemiştim ve şu an neden böyle bir sorunla karşılaştığımı anlamıyorum. Sürekli olarak rüzgar net ile sorunlar yaşıyorum. Acaba başkaları da benim gibi mağdur oluyor mu? Rüzgar net'in bir an önce bu sorunu düzeltmesini talep ediyorum.\nYani sürekli sorunlar yaşamak istemiyorum. Ayın 15'inde faturamı ödedim ne saçmalık bu! Daha bugün ödeme yaptım ve üzerine ekstra masraflar eklediler. Sizin sistem nasıl bir sistem anlayamadım çok üzgünüm.,2
11677,Ürün orijinal,1
11678,@Floydianathema @atabenli @DominosTR @DominosDestek @ReaperssSoul Kadıköy'de gözüm kapalı üç pizzaci sayayim sana 34-42 cm yapan xd,0
11679,3 günde elime ulaştı,1
11680,paketleme çok iyi sayılmaz,2
11681,Turkish Airlines uçuşumuz rötar yaptı ve hiçbir bilgi verilmedi. Çok mağdur olduk.,2
11682,iade edecekler,2
11683,Cuma'dan beri arızadayız 3 kez aradım hala beklemedeyim @DSmartDestek,2
11684,mağdur ediyorlar,2
11685,Sayın ilgili 8504887563 abone numaralı müşterinizim. 240 TL olan ön ödemeli fatura tutarı bilgim dışında Eylül 2023 son ödemeli faturam 347 TL'ye çıkarılmış ve fatura içeriğini görememekteyim. Fiyat artışı olacağı zaman bilgilendirileceğim abonelik başlama aşamasında özellikle bildirilmişti. Bu fiyat artışını kabul etmem mümkün değil. Çözüm sağlanmazsa aboneliğimin bana bilgi verilerek iptalini istiyorum. İyi günler.,2
11686,yeterli soğutmadığından,2
11687,Şimdi bana kaybolan paketlerimi verselerŞimdi bana seninle bir ömür vadetselerŞimdi bana paketlerini ister misin deselerTek bir söz bile söylemeye hakkım yok@DSmartDestek,2
11688,ayakkabıları alıyorlar,2
11689,Ptt kargo teslimatım kayboldu. Bir daha asla kullanmam.,2
11690,Güvenlik konusunda ciddi endişelerim var,2
11691,Ne biçim bir platform bu? Benden maç izlemek için üç kez ücret alındı. Ücretimin iadesini istiyorum. Ayrıca müşteri hizmetleri numarası da bulunmuyor. Biz nasıl ulaşacağız? İnsan en azından bir müşteri temsilcisi numarasını sitede bulundurur.,2
11692,Telefon numaram kullanılarak Göknet internette adıma abonelik açılmış ve benim adım soyadım bilgilerim yok ve bu durumdan dolayı yasal icra takibi başlatılarak avukata verilmiş bu durumdan şikayetçiyim Benim Göknet'te herhangi bir aboneliğim bulunmamaktadır.,2
11693,şikayetimi her yere ilettim ama hala bir geri dönüş yok,2
11694,otel bulmak çok zor oldu,1
11695,@VodafoneDestek Taahhütü bitecek biri olarak ben bu tarifeleri istiyorum. Verdiğiniz cevap bir sonra ki paylaşımdadır.,2
11696,Nine Hatun Mahallesi 109.Sokak kazı yapıp yapıp düzeltmeden gidiyorsunuz. 2. resimdeki logar kapağına insanlar arabalarının tekerlerini bırakıyor. Şikayetlere kulaklarınız tıkalı. Çok mu zor bunları düzeltmek.@esenlerbelediye @mt_goksu @iskignmudurlugu @iski_destek,2
11697,birçoğu doluydu,1
11698,Sadenet'e üye yapıldım Türk netmiş gibi 08504808037 bu numaraya kimlik ve yazı attım. Kendilerini TurkNet ve Türk Telekom'un devamı gibi gösterdiler. Şu an sade nette hiç kimseye ulaşamıyorum. Üyeliğimi iptal etmek istiyorum. Ve muhatap olacak kimseyi bulamıyorum. En kısa zamanda iptal edilmesini istiyorum erkan S****,2
11699,kesinlikle hayal kırıklığıdır,2
11700,teslim etmediler,2
11701,2 Mayıs'tan bu yana İninal hesabımı kullanamıyorum. Her gün arıyorum çözüm bulan yok. Kendilerince bir şey deyip kapatıyorlar. İlgilenen hiç yok. Mail ya da teknik ekip döner bunlar nerede acaba çok merak ediyorum. Uygulama yeterince sorunlu bana çektirdiğiniz yeter lütfen.,2
11702,Tarifemin bittiği gerekçesiyle mesaj ile bilgilendirilerek çok daha yüksek ücretli bir kullanıma geçirildim,2
11703,@esendekorasyon Hizmet kalitenizden çok memnunum ama fiyatlarınız pahalı.,3
11704,@Migros müşteri hizmetleri çok iyi çalışıyor. Sorunumu hızlıca çözdüler teşekkürler,1
11705,Tekrar artmayacağının garantisini de veremiyorlar ve bana yeni bir tarife sunamıyorlar,2
11706,#enerjisaevimiyakti @enerjisa @TCAdanaValiligi @adalet_bakanlik @haluklevent @LosAdanas @bizadanaliyik @Adana_Bld @SeyhanBelediye @GalatasaraySK @RTErdogan @toroslardestek,0
11707,Daha sonrasında ücret iki katına çıkarıldı,2
11708,kabin ekibi çok nazikti,1
11709,19 gündür hesaplara ulaşamıyoruz @BitcicomDestek bu gurur senin #BitciÖnArzlarınaKatılmıyoruz,2
11710,gecikmeler can sıkıcıydı,2
11711,Yeni aldığım bilgisayar 3 gün içinde bozuldu. @Teknosa müşteri hizmetlerinden herhangi bir destek alamıyorum. Böyle bir rezalet görmedim.,2
11712,aksaklıklar olacak,2
11713,Sayın @tssdestek İzmir'den İstanbul'a giden uçak ile İstanbul'dan Muş'a gelen uçak arasında neden bu kadar kalite farkı var,2
11714,hala elimize ulaşmadı,2
11715,Asla hakkımı helal etmiyorum sana çiçek sepeti🤬 Bu kadar çiçek yerini sevdi büyüdü ama bu orkide ikinci gün çürüdü öyle mi haram zıkkım olsun hakkım asla bi daha be alışveriş yaparım nede yaptırırım @ciceksepeti @csdestek #çiçeksepetindenalışverişYok #çiçeksepetipişmanlıktır,2
11716,hala altyapı sağlamamaktadır,2
11717,@DominosDestek Rezalet bir marka 1 haftadır kendi kendilerine cüzdana attıkları 243₺ lik iadeyi gerçekleştirmiyorlar. İki kez arayıp iadeyi yaptık. 7 gün içinde yansır demelerine rağmen 3 haftaya yakındır bekliyorum. Asla tercih etmeyeceğim tavsiye etmem kimseye bu sondu,2
11718,İndeks kitaptan 8 Haziran günü KPSS ön lisans kitapları sipariş ettim Sipariş numaram 74667d48c7171 12 gün geçti üzerinden ve hala sipariş hazırlanıyor yazısı dışında başka bir şey göremiyorum Müşteri hizmetlerini aradım ve bakın arkadaşlar tam 1 saat bekledim ve sıra bana gelince ne oldu sizce Telefon yüzüme kapatıldı Yazıklar olsun gerçekten O kadar çok zamanımı çaldı ki bu firma ne parayla ne de başka şeyle kıymeti ölçülür İade talebi oluşturdum ve onaylandı İşin garip tarafı ödemeyi havale ile yapmıştım Benden ne hesap bilgisi ne de başka bir şey talep edildi Sürece göre deneyimlerimi paylaşacağım Mağdur olduğum takdirde Tüketici Hakları'na şikayette bulunacağım Bu siteden alışveriş yapıp da memnun kalan yorumlara bakarak çok nadir gördüm,3
11719,bu basit işlemi bile gerçekleştirmiyorlar,2
11720,müşteriye saygı 0,2
11721,Göknet 2 hastadır. Türk telefon çalışması nedeni kaynaklı diye interneti kesti arıyorum. Ertesi gün tarih veriyor ama bir türlü gelmedi. Ankara Altındağ bölgesi deyim her gün oyalayıp yapacağımız bir şey yok deyip Türk telefon' u arayın diyorlar iyide ben Türk Telekom'a mı bağlıyım kardeşim sen niye kullanmadığım internete bana fatura ödetiyorsun.,2
11722,kullanıcı dostu olabilir,2
11723,Pasaport konusu da Bir destek alamayan ben kaldım. @TCNufusDestek,0
11724,oldukça karışık,2
11725,Siteden acilen hesabımın kapatılmasını istiyorum. Oynadığım tek site zaten olabahis ama kazanç sağlasam da kaybettiğim zamanlar benim için yıkım oluyor. O yüzden de kendim ve psikolojim açısından hesabın bir an önce kapatılmasını istiyorum. 3 ay içinde kapanır dediler ama ben rica da bulunuyorum lütfen hemen kapatın hesabımı,2
11726,çalışanlar çok güler yüzlü ve yardımcı,1
11727,Betnef sitesi tarafından Hesabım kapatılmış giriş yapamıyorum güvenlik açığı oluşmuş bu yüzden kapatılmış hesabiniz diyorlar. Başka bir açıklama yok. Benden başka giren yok hesabıma çekim talebi vermedim bir şey yapmadım neye göre kapattınız? Güvenlik açığı diyorlar da o güvenlik açığı nedir söyleyen yok. Hesabımı geri almak istiyorum yardımcı olursanız sevinirim,3
11728,kasada uzun kuyruklar var,2
11729,@DenizBank kredi kartımın limitini artırmak istiyorum. Yardımcı olabilir misiniz?,1
11730,mobil uygulaması çöktü,2
11731,7 dakikadır size ulaşmaya çalışıyorum sadece robot sesten hariç bir insan sesi duymak için @VodafoneDestek,2
11732,İlki ev kullanımında 5. ayda bozuldu. Butona basınca çalışıyor ama hemen duruyor. Bir tane daha sipariş ettik. Gayet memnunuz ama ilki neden bozuldu anlamadım. Umarım ikinci daha uzun ömürlü olur.,2
11733,iptal ettirdiğim internet aboneliği için halen fatura geliyor,2
11734,@iyzicodestek @iyzico Teşekkür ederim. Sms ve mail gelince günler sonra haberim olmadan tekrar satın alma işlemi mi oldu diye endişelendim açıkçası.,1
11735,Rezilsin,2
11736,Merhaba @pegasusdestek Şu ekrandan uçuşu iptal etmeden nasıl çıkacağım?,2
11737,rezil oldunuz,2
11738,Pazar yerindeki meyve-sebze fiyatları çok uçuk. Bu kadar pahalı olmamalı.,2
11739,vatandaşın mağduriyetinin giderilmesini talep ediyoruz,2
11740,Sevgili @THYdestek uçuşum iptal oldu ve yeni bir uçuş ayarlanmıyor mağdurum,3
11741,bulaşıkları güzel yıkamıyor,2
11742,Para çekme problemi ne zaman çözülecek. 3 gündür işlem yapamıyorum. Mağduriyet yaşıyoruz resmen. Lütfen ilgili birimler bir an önce harekete geçerse memnun olurum. Bekle bekle nereye kadar. Hiçbir bankaya çekim yapılamıyor. Denemediğim banka hesabım kalmadı acil çözüm acil çözüm,2
11743,kesinlikle başka marka olacak,2
11744,tuşları içinde kaldı,2
11745,Facebook'a giriş yapamıyorum uzun yıllardır kullandığım hesabım \nve kötü bir paylaşımım yok. Sürekli onaylama hatası veriyor hiç açılmıyor. Nereden yapılacağını anlamadım. Giriş bile yapamıyorum ki onaylasak. Sorunun bir an önce çözülmesini istiyorum...,2
11746,haksız yere para çekildi,2
11747,#akbank etiketini görünce ne oluyor diye hesabıma bir bakayım dedim. Taksitler 2’ye katlanmış çekimler mükerrer yapılmış. Sakinliğimi koruyup kartımın eski haline gelmesi için haber bekliyorum. Çirkefliğimi telefondaki müşteri temsilcinize çıkarmak istemiyorum. @AkbankDestek 🤦‍♀️🤔,2
11748,#PTT kargo çok geç geliyor ve paketler hasarlı.,2
11749,iade edilmesini istiyorum,2
11750,bilet alınamıyor,2
11751,20 Haziran Perşembe günü saat normalde 10.30 da kalması gereken Bursa / İzmir arası araç. 11.30 da Bursa dan yola çıktı. 1 saat geç kalktı. Üstelik otobüs çok eski otobüsün perdeleri de yok. Kaç saat yolculuk yapacağız. Güneş tepemizde bu nasıl boşvermişlik.,2
11752,İstanbul Havalimanı'nda bekleme salonu çok kalabalık yetersiz koltuk var,2
11753,mağdur etmekten başka bir şey yapmıyorsunuz,2
11754,Rezilsin @pegasusdestek @ucurbenipegasus pistte bekliyoruz. Kimse doğru düzgün cevap vermiyor.,2
11755,kılı kesmedi,2
11756,@TTnetDestek internetim sürekli kopuyor artık bıktım,2
11757,rezalet bir şey,2
11758,@nazliavs Merhaba sokak aydınlatmaları AYEDAŞ kontrolünde bulunmaktadır. @ayedasdestek'i konuyla ilgili bilgilendirelim.,0
11759,memnun olmadığım tek ürün,2
11760,Mavi mağazasından aldığım ceket ilk yıkamada çekti. Kalite bu mu?,2
11761,çok şık ve kaliteli,1
11762,hile li olup,2
11763,1159896555 hizmet numaralı internetimde 1 haftadan beri sürekli kesinti yaşıyorum. Birçok arıza kaydı açmama ve sorun çözüldü denmesine rağmen kesinti devam etmekte. Bugün aradığımda ise sistemdeki güncellemeden dolayı arıza kaydı talebini alamıyorum birkaç saat sonra tekrar deneyin dendi. Her gün yaşanan bu sıkıntıdan ve çözüm olmamasından şikayetçiyim.,2
11764,Aylarca internet sorunu yaşatan @VodafoneTR ev internetimin aynı sorunlu paketini iki katına geri satmaya çalışıyor Bana iki ayrı kayıtlı konuşmada da teklif ettikleri daha hızlı ve bambaşka bir fiyata interneti sorunca sessizler Kime ulaşalım da bunu çözelim?? @VodafoneDestek,2
11765,pert olduğunu,2
11766,Hepsiburada'dan aldığım ürün elime ulaştı ama eksik parçalar var. Bu kadar sorumsuzluk olmaz!,2
11767,çalışanlar birden kaba varlıklara dönüştü,2
11768,@bendeli1988 @HomendTurkiye @karacaonline @KoctasDestek da aynı. Garanti sürecinde sandalye kırıldı. Kendi ithal ettikleri ürüne servis desteği vermedi reziller. Bunlardan mal alan rezil olur. Ben zaten o ürünlerden vazgeçtim. Şurada 1 kişi bile bu rezillerden mal almaktan vazgeçse kardır.,2
11769,fiyatları biraz fazla,2
11770,Pazartesiden beri çark çevirme hakkım var ancak uygulama hata verdi. Sürekli 'Hay aksi şu anda olmuyor. Sonra deneyin.' gibi mesajlar alıyorum. Şimdi de tekrar paket yapın yazıyor. Ben kullanamadığım hakkın telafisini istiyorum. Boşuna paket yapmıyoruz zaten daha önce yaptım. Tobi de hiçbir işe yaramıyor o yüzden buradan yazıyorum. Çark hakkımı kullanmak istiyorum.,2
11771,bitiremediğiniz,2
11772,@iski_destek @iskibesiktas Bu saatte çalışan iski çalışanlarına teşekkür ederiz.7/24 Anında çözüm,1
11773,görmemezlikten geliyor,2
11774,Turkcell pasajdan ilk kez alışveriş yapıp bir telefon sipariş verdim. Telefon geldiğinde arızalı çıktığı için garanti kapsamında servise gittiğimde faturasını talep ettiler. Fatura sistemde yüklü olmadığı için çağrı merkezini aradım. 72 saat sonra gelir dedi. Uzay çağında bir sayfa PDF anında gelmeli bekliyorum tamir için dedim. Kapattılar telefonu ve 20 gün geçti hala fatura yok sipariş sayfasına da yüklenmemiş. Turkcell pasajdan alışveriş yapmak büyük pişmanlıktır. Biz hata ettik siz etmeyin.,2
11775,otomatik ödeme talimatı verilmiş gözükmektedir,2
11776,@GsstoreDestek mrb ocakta parasını ödediğim halde tamamlanamayan siparişimden sonra ne ürün ne de ücret iadesi alabildim ilgilenebilirmisinz,2
11777,otomatik ödeme talimatı vermem gerekiyor,2
11778,@UPS @UPSTurkiye @UPSDestek 9 Ağustos’ta Shenzen’den çıkan kargo önce Hong Kong’a oradan Dubai’ye ardından da Almanya’ya uğrayıp iki gün içinde İstanbul’a varıyor.Baş döndürücü bir hız.👏🏼11 Ağustos’tan bugüne kadarsa 730 km yolu bitiremiyor.Normal süreç böyle mi işliyor?🤷🏻‍♂️,0
11779,çözülemeyen sıkıntı,2
11780,@Halkbank müşteri hizmetleri çok ilgili ama bir türlü çözüme ulaşamıyoruz,3
11781,destek sağlamıyor,2
11782,Markaya güvenerek aldım,2
11783,Yönlendiren YOK,2
11784,Bilgilendirme Hakkımız YOK,2
11785,Ürün geldi ama kutusu yırtık ve çiziklerle doluydu.,2
11786,İletişim hakkı Yok,2
11787,@Samsung'dan aldığım telefonun şarjı çok hızlı bitiyor. Bu durumu düzeltmezseniz iade edeceğim.,2
11788,Sitenizdeki ürünle aynımı lütfen çalıştığınız bayileri doğru seçin deformasyon olmuş kullanılmış bir vazo bitkiler hallerinden hiç memnun değil sipariş numaram:352214867 @ciceksepeti @csdestekbir daha kullanmayın ücretin karşılığı bu olmamalı,2
11789,haftasonum mahvoldu,2
11790,@pegasusdestek Destekten önce sahadaki personelinize yolcuya insan muamelesi yapmayı öğretseniz keşke 4 saatten beri insan gibi bir açıklama bile duyamadık. PC2675 nolu Ankara/SAW uçuşunuz. İnsanlar uçakta ağladılar gerildiler böyle bir rezaleti haketmiyor bu ülke ayıptır!!!,2
11791,4 saat rötar nedir,2
11792,keşke allah canımı alsa da ölmüşlerinizi sksem @turktelekom,2
11793,resmen rezillik,2
11794,Daha interneti bağlayalı 1-2 hafta olmasına rağmen kaç gündür internetimiz yok. Çağırdık geldiler bir şey yok deyip gittiler. Değişen bir şey olmadı. Bir de güya iyi diye aldık ne bu şimdi? Daha birkaç gün olmuş ilk günler çekiyordu şimdi ne oldu? Acilen düzeltilmesini istiyorum.,2
11795,tercih etmeyin,2
11796,hep bir sorunmu olur,2
11797,17.05.2024 tarihinde Ankara Nata Vega Teknosa Extra mağazasından 48.999 TL tutarında faizsiz Akbank kredisiyle telefon aldım. Ödemeyi yaparken kredinin faizli çekildiğini öğrendim. Mağazaya gittim personelin işten çıktığını ve yardımcı olamayacaklarını söylediler.,2
11798,#BimMarket Temizlik ürünleriniz çok kaliteli ama gıda reyonundaki ürünler genelde bayat çıkıyor. Bu durumu düzeltir misiniz?,3
11799,Kara para olayında,2
11800,Yavaş yavaş şube kapatıyorlar kaçıyorlar,2
11801,İçine buz atınca uzun süre soğuk tutuyor. Ürünü sadece su içmek için kullanıyoruz. Hiç koku yok içmesi güzel oluyor. Soğuk kahve denemedik koku yapabilir diye. Elde taşımak için biraz büyük kalıyor ama araba için birebir 👍🏻,3
11802,Sayın @h_bulgurlu Göksun servisinizin yaşattığı mağduriyet ve Koç'a yakışmayacak hareketler için @bekoturkiye @ArcelikDestek @kocholding 'e yazdığım tweet'ler çözümlenmek istenmiyor! İlgilenirseniz sevinirim.,2
11803,personel sorunu var galiba ne gündüz ne gece ulaşmak mümkün değil,2
11804,Trendyol'dan aldığım ürün zamanında teslim edildi. Fakat ürün beklentilerimi hiç karşılamadı,3
11805,tam istediğim gibi,1
11806,süpersiniz,1
11807,Otomatik ödeme kampanyasından kazandığım chip paralar hesabıma yatmadı ne zaman yatar acaba @AkbankDestek@Akbank,2
11808,çileden çıkardın,2
11809,7 temmuzdan beri yenilenmiş ATM kartımı gönderemeyip mevcut kartımı da bloke ederek bana mağduriyet yaşattığınız için tebrikler @kuveytturk @KTDestek +,2
11810,Netspeed aboneliğim bulunmaktaydı. (Abone numaram: 2557298515) Temmuz ayında taşınacağımı ve mevcut internet hizmetimin iptal edilerek yeni adresimde devam etmesini talep ettim. Bu kapsamda modemi de kargoyla iade ettim. Yeni evime taşındıktan sonra internet hizmetim aktif hale getirildi. Ancak 6 ay sonra her iki ev için de fatura ödediğimi fark ettim. Otomatik ödeme sistemi nedeniyle bu durumu geç fark etmiştim. Durumu ilettiğimde modemi geri gönderdiğimi ancak iptal işlemi için herhangi bir talepte bulunmadığımı ifade ettiler. Modemi keyfi olarak göndermiş olamayacağımı dile getirsem de bunu kanıtlamam gerektiğini ellerinde bu duruma dair bir kayıt olmadığını söylediler. İtirazım üzerine sistemden kontrol edildiğinde modemin firmada olduğu ve 6 aydır internet kullanımımın sıfır olduğu görüldü. Buna rağmen iade talebim reddedildi. Müşteri hizmetleri ile yaşadığım bu olumsuz deneyimden sonra her iki aboneliğimi de iptal ettirme kararı aldım. Bu tür sorunlar yaşatan firmalardan hizmet almanızı önermiyorum. Ben mağdur oldum başkalarının da mağdur olmasını istemem.,2
11811,120hz olduğundan şüpheliyim,2
11812,Şöyle bir numara arayıp @DSmartDunyasi müşteri hizmetlerinden aradığını uydu güncellemesi adı altında 1990 TL faturaya bedel yansıtılacağını 990 TL indirim kuponuyla 1.000 TL yansıtılacağını söyleyip duruyor. Bu nedir? @DSmartDestek,2
11813,önemsemezsiniz,2
11814,Bambi ayakkabı Emaar mağazasından nisan ayında aldığım ayakkabıyı 18 gün sonra bu süre zarfında sadece 4-5 kez giymiş olmama rağmen tabanı açıldığı için tekrar mağazaya götürdüm. Ürünü incelmeye gönderdiler 21 iş günü olan ürün inceleme süresi bayramlarla birlikte oldukça uzunken 24 iş günü geçtikten sonra tarafıma hala bilgi verilmemişti. Kendim mağazayı aradığımda yeni ürün alabilirsiniz diye bilgi verildi ve modeli beğendiğim için aynı modelin yenisi ile değiştirdim. Ancak yeni verilen ayakkabıyı kurban bayramında ziyaretlerde giyerken dümdüz yolda yürürken tabanı neredeyse tamamen olacak şekilde açıldı. Eskiden Bambi ayakkabıları memnuniyetle kullanırdım. Aynı ayakkabıda 3-4 kez kullanım sonrası aynı sorunu yaşamak artık eski ürün/malzeme kalitesinin kalmadığını gösteriyor. Yazın kullanmak için aldığım ayakkabıyı doğru düzgün kullanamadan tamir sürelerini bekleyerek vakit geçirdim. İkinci kez aynı süreci beklemek istemiyorum ve bu şekilde verdiğim paraya karşılık kalitesiz ürün kullanmak istemiyorum. Ayakkabıyı firmanın iade almasını ve ödediğim tutarın tarafıma iade edilmesini talep ediyorum.,2
11815,50 den aşağı fiyat kesmiyorsunuz,2
11816,Siteden kupon yapacaktım maçların başlamasına yarım saat vardı. Ben de hemen yatırım yaptım ama sitede güncelleme varmış. Yatırımım bir saat sonra hesabıma geçti. Dolayısıyla kupon da yapamadım. Zaten bütün oynayacağım maçlar kaçtı. Resmen mağdur oldum ve bana sadece güncelleme olduğu için geç yansıdı özür dileriz dediler. Bari gönül almak için bir bonus verseydiniz.,2
11817,İkram da yok,2
11818,çözüm sağlanmıyor,2
11819,@guvenlikocaeli Bugün yemekhanede görebildiklerimi çektim yalnızca @KYK_Destek bunu mu reva görüyorsunuz bizlere? @kocaelibld umrunuzda değiliz,2
11820,Sorun yok,2
11821,Yenibosna merkez mahallesi Prof. Dr. M.Nevzat pisak caddesi aşağı doğru inerken buradaki çukura düştüm ve orada benim arkamdan bir çok araç bu çukura düştü burada hiçbir uyarı levhası tabelası yok araca ve kazaya sebep olabilir @BevlerDestek @istanbulbld @ibbBeyazmasa,2
11822,konunun üzeri kapatılmaya çalışıyor,2
11823,şubem beni ne zaman arasa ulaştım ama ben şimdi ne zaman arasam şubeme ulaşamıyorum. @AkbankDestek neden böyle?,2
11824,Telefonum kapandı ve müşteri hizmetlerine ulaşmak imkansız. Sorunu çözmek için ne gerekiyorsa yapın,2
11825,güven vermiyor,2
11826,Geçen ay annem vefaat etti. 3 Adet bankanızda kredisi bulunuyordu. Türkiye sigorta ölüm sebebiyle alakasız bir şekildegöğüsünde ki kitleye anneniz kanser neden belirtmediniz dedi ve red etti. Bu sigorta şirketi sizin olan güveni sarsmaktadır. @ziraatbankasi @ZiraatDestek,2
11827,üyeliğim biter bitmez TTNet'e geri geçeceğim,2
11828,teknik servisi çok başarılı,1
11829,Altınyunus Mahallesi'nde evde sinekten oturamıyoruz. Lütfen ilaçlama yapılsın. Yazın ortası geldi hala ilaçlama başlamadı. Lütfen dikkat edelim bu durum hiç yakışmıyor. Çeşme'de her tarafımız yara oluyor. Büyükşehir Belediyesi ile temasa mı geçelim ne dersiniz? Lütfen rica ediyoruz.,2
11830,Sayın Profilo yetkilileri;\nSenede birkaç defa birkaç günlüğüne geldiğim Sakarya'daki evimde 3-4 yıl önce alınan fakat yaklaşık 1 yıl önce kullanmaya başladığımız Başka şehirde yaşadığımızdan sadece tatillerde kullandığımız ankastre fırının pişirme sırasında kapak içindeki iç camı tuz buz olmuş içinde pişen yemeği de yenemeyecek hale getirmiştir \n Sizlerden öğrenmek istediğim;\n Pişirme sırasında ısı camı nasıl ve niçin patlar? \n Ürünlerinizin kalitesini mi bozdunuz? \nBu günden sonra ürünlerinize güvenebilecek miyiz? \nİbrahim A******,2
11831,ürünler çok pahalıya satılıyor,2
11832,Evde kaldığım süre boyunca internet bağlantımda sürekli kopma yaşadım. Tüm işlerim aksadı. Lütfen bu sorunu çözün.,2
11833,Bu kadar pahalı olmamalı,2
11834,Betbey'de para yatırma ve çekme gibi hiçbir problem yaşamadım. Yatırımda ve çekimde en geç 15 dakika içinde gerçekleşiyor ama bazı hileler var mı evet şüpheliyim. Örneğin slot oynuyorum tam jackpot düşüyor ekran değişiyor ya da bir simge bariz buhar oluyor. Başka bir simge beliriyor yerine. Canlı hizmet mükemmel kardeş gibi ama kaybediyor muyum evet. Üç ay kaybet sonra toplam kaybının yüzde 70'i gibi bir kazanç geliyor. Onu da zaten daha fazla kazanayım diye yine yatırıyorsun. Minik yatırımlara yağdırıyor orta ölçekli ve büyük yatırımlarda sürekli kaybediyorsun. Slot dönüşlerini izle; nasıl kaybettiğini nasıl müdahale edildiğini bariz görüyorsun. Adil oyun yasalarını takip eden ve bu sitelerin mecburi olarak üye olup analiz yaptırdığı bir kuruluş var onun denetimi altındalar. Lakin onu bulamıyorum yoksa çok video göndereceğim nasıl müdahale edildiğini.,3
11835,yanlış beden geldi,2
11836,@sma_abdulkerim2 @Akbank @AkbankDestek @Akbank @AkbankDestek zamanla yarışan kilo almamak için ailesinin aç uyuttuğu bir bebeğin hakkını böyle şerefsizlere yedirmeyeceğinize olan inancımız tam🙏 Lütfen konuya sessiz kalmayın🙏,0
11837,numaramı değiştiremiyorum,2
11838,@RemziOren Merhaba size ulaşabilmemiz ve hızlıca yardımcı olabilmemiz için iletişim bilgilerinizi DM ile paylaşmanızı rica ederiz.,0
11839,mobil uygulamaya giriş yapamıyorum,2
11840,Fikirler ancak çatışarak büyürler...#vekızınadıgece #ertürkakşun #destekyayınları @destekyayinlari @yeldac,2
11841,şimdilik memnunum,1
11842,aktivasyon yapılamadı,2
11843,istanbul/kozyatağı @Turkcell superonline fiber internet hızı❤️,1
11844,Saat 14:00'de teslim edilmesi gereken kargo hala gelmedi. Şikayetçiyim.,2
11845,ilgi ve alaka sıfır,2
11846,Nasıl bir sisteminiz var aboneliğimi iptal etmek istiyorum. Ulaşım sağlayamıyorum. Telefona bakmıyorsunuz sizi herkese şikayet ediyorum. İnternet aboneliğini iptal edin. Programdan iptal başvurusu yapmamı istiyorsunuz kimlik resmi gönderiyorum kimlik fotokopisi nedir? Hizmetinize olan memnuniyetsizliğimi bildiriyorum.,2
11847,servis yok yazıyor,2
11848,Beni paramla rezil ediyorsunuz,2
11849,Denizbank kart yıllık ücret iadesi olarak Denizbank Gold sonu 1818 ile biten kredi kartımdan 29.05.2024 tarihinde 689.50 TL üyelik ücreti kesilmiştir. İsteğim iade yapmanızdır. Tüketici Kanunu 28 Mayıs 2014 tarihli 31. Madde 3. Fıkra'ya göre kart çıkaran kuruluşlar tüketicilere yıllık üyelik aidatı ve benzeri isim altında ücret tahsil etmedikleri bir kredi kartı türü sunmak zorundadır.,2
11850,Alışveriş sepetim dolayısıyla iptal edildi. Bu kadar saçma bir uygulama görmedim.,2
11851,hız düşüklüğü,2
